,Accession,Pangolin,Geo_Location,Collection_Date
2039,MZ294651,P.1,USA: Hawaii,2021-05-17
1061,MZ368497,P.1,USA: Hawaii,2021-05-26
377,MZ451719,P.1,USA: IA,2021-05-26
66,MZ493424,P.1,USA: IA,2021-06-01
62,MZ493415,P.1,USA: IA,2021-06-02
64,MZ493420,P.1,USA: IA,2021-06-02
60,MZ493413,P.1,USA: IA,2021-06-03
63,MZ493416,P.1,USA: IA,2021-06-03
65,MZ493423,P.1,USA: IA,2021-06-03
61,MZ493414,P.1,USA: IA,2021-06-11
1322,MZ358684,P.1,USA: ID,2021-04-26
392,MZ451895,P.1,USA: ID,2021-05-22
393,MZ451898,P.1,USA: ID,2021-05-22
394,MZ451900,P.1,USA: ID,2021-05-22
395,MZ451910,P.1,USA: ID,2021-05-22
396,MZ451911,P.1,USA: ID,2021-05-22
5651,MW849813,P.1,USA: IL,2021-02-25
4804,MZ056015,P.1,USA: IL,2021-04-03
4805,MZ056021,P.1,USA: IL,2021-04-03
4807,MZ056059,P.1,USA: IL,2021-04-05
4408,MZ082703,P.1,USA: IL,2021-04-07
4325,MZ143858,P.1,USA: IL,2021-04-17
4322,MZ143852,P.1,USA: IL,2021-04-18
4327,MZ143861,P.1,USA: IL,2021-04-18
4328,MZ143862,P.1,USA: IL,2021-04-18
4329,MZ143863,P.1,USA: IL,2021-04-18
4202,MZ149295,P.1,USA: IL,2021-04-19
4321,MZ143851,P.1,USA: IL,2021-04-19
4323,MZ143853,P.1,USA: IL,2021-04-19
4324,MZ143856,P.1,USA: IL,2021-04-19
4326,MZ143859,P.1,USA: IL,2021-04-19
2684,MZ270530,P.1,USA: IL,2021-05-02
2137,MZ278412,P.1,USA: IL,2021-05-03
2138,MZ278413,P.1,USA: IL,2021-05-03
2139,MZ278420,P.1,USA: IL,2021-05-03
2140,MZ278423,P.1,USA: IL,2021-05-03
1187,MZ360031,P.1,USA: IL,2021-05-14
1312,MZ358526,P.1,USA: IL,2021-05-14
1309,MZ358515,P.1,USA: IL,2021-05-15
1308,MZ358513,P.1,USA: IL,2021-05-17
1311,MZ358525,P.1,USA: IL,2021-05-17
1310,MZ358519,P.1,USA: IL,2021-05-18
82,MZ493686,P.1,USA: IL,2021-06-01
83,MZ493688,P.1,USA: IL,2021-06-01
85,MZ493691,P.1,USA: IL,2021-06-01
81,MZ493685,P.1,USA: IL,2021-06-03
84,MZ493690,P.1,USA: IL,2021-06-03
4413,MZ082964,P.1,USA: IN,2021-04-07
1189,MZ360033,P.1,USA: IN,2021-05-16
388,MZ451820,P.1,USA: IN,2021-05-21
3713,MZ184922,P.1,USA: Idaho,2021-04-28
3507,MZ193182,P.1,USA: Idaho,2021-04-29
1886,MZ317182,P.1,USA: Idaho,2021-05-15
2068,MZ296118,P.1,USA: Idaho,2021-05-16
522,MZ432646,P.1,USA: Idaho,2021-05-19
525,MZ432694,P.1,USA: Idaho,2021-05-19
51,MZ492452,P.1,USA: Idaho,2021-05-20
5387,MW963202,P.1,USA: Illinois,2021-02-12
5632,MW836152,P.1,USA: Illinois,2021-02-28
2756,MZ255846,P.1,USA: Illinois,2021-03-02
2769,MZ259666,P.1,USA: Illinois,2021-03-02
5633,MW877045,P.1,USA: Illinois,2021-03-02
5634,MW877046,P.1,USA: Illinois,2021-03-02
5635,MW877047,P.1,USA: Illinois,2021-03-02
2759,MZ255928,P.1,USA: Illinois,2021-03-03
2770,MZ259681,P.1,USA: Illinois,2021-03-03
5586,MW905049,P.1,USA: Illinois,2021-03-03
5636,MW877099,P.1,USA: Illinois,2021-03-03
2757,MZ255902,P.1,USA: Illinois,2021-03-04
2758,MZ255906,P.1,USA: Illinois,2021-03-04
5397,MW963223,P.1,USA: Illinois,2021-03-09
5398,MW963224,P.1,USA: Illinois,2021-03-09
5400,MW963226,P.1,USA: Illinois,2021-03-09
5407,MW963238,P.1,USA: Illinois,2021-03-10
5408,MW963239,P.1,USA: Illinois,2021-03-11
5413,MW963245,P.1,USA: Illinois,2021-03-11
5414,MW963246,P.1,USA: Illinois,2021-03-11
5600,MW907668,P.1,USA: Illinois,2021-03-11
5602,MW907883,P.1,USA: Illinois,2021-03-11
5615,MW908736,P.1,USA: Illinois,2021-03-11
5243,MW994525,P.1,USA: Illinois,2021-03-12
5244,MW994526,P.1,USA: Illinois,2021-03-12
5401,MW963227,P.1,USA: Illinois,2021-03-12
5402,MW963228,P.1,USA: Illinois,2021-03-12
5405,MW963236,P.1,USA: Illinois,2021-03-12
5406,MW963237,P.1,USA: Illinois,2021-03-12
5614,MW908628,P.1,USA: Illinois,2021-03-12
5339,MW966363,P.1,USA: Illinois,2021-03-13
2772,MZ259799,P.1,USA: Illinois,2021-03-14
2748,MZ255181,P.1,USA: Illinois,2021-03-15
5343,MW966902,P.1,USA: Illinois,2021-03-15
5417,MW963250,P.1,USA: Illinois,2021-03-15
5584,MW904833,P.1,USA: Illinois,2021-03-15
5241,MW993962,P.1,USA: Illinois,2021-03-16
5248,MW994904,P.1,USA: Illinois,2021-03-16
5345,MW967126,P.1,USA: Illinois,2021-03-16
5419,MW963258,P.1,USA: Illinois,2021-03-16
5420,MW963259,P.1,USA: Illinois,2021-03-16
5421,MW963260,P.1,USA: Illinois,2021-03-16
5429,MW963269,P.1,USA: Illinois,2021-03-16
5571,MW913968,P.1,USA: Illinois,2021-03-16
5246,MW994790,P.1,USA: Illinois,2021-03-17
5247,MW994797,P.1,USA: Illinois,2021-03-17
5512,MW889953,P.1,USA: Illinois,2021-03-17
5124,MZ010571,P.1,USA: Illinois,2021-03-18
5434,MW963279,P.1,USA: Illinois,2021-03-18
5443,MW963291,P.1,USA: Illinois,2021-03-18
5446,MW963294,P.1,USA: Illinois,2021-03-18
5448,MW963297,P.1,USA: Illinois,2021-03-18
1055,MZ368224,P.1,USA: Illinois,2021-03-19
2767,MZ259577,P.1,USA: Illinois,2021-03-19
5346,MW967171,P.1,USA: Illinois,2021-03-19
5353,MW967571,P.1,USA: Illinois,2021-03-19
5354,MW967573,P.1,USA: Illinois,2021-03-19
5444,MW963292,P.1,USA: Illinois,2021-03-19
5447,MW963295,P.1,USA: Illinois,2021-03-19
5449,MW963300,P.1,USA: Illinois,2021-03-19
5451,MW963302,P.1,USA: Illinois,2021-03-19
2751,MZ255620,P.1,USA: Illinois,2021-03-22
5333,MW966003,P.1,USA: Illinois,2021-03-22
5459,MW963317,P.1,USA: Illinois,2021-03-22
5570,MW913826,P.1,USA: Illinois,2021-03-22
5572,MW914410,P.1,USA: Illinois,2021-03-22
5574,MW914415,P.1,USA: Illinois,2021-03-22
5588,MW906729,P.1,USA: Illinois,2021-03-22
2764,MZ256496,P.1,USA: Illinois,2021-03-23
5237,MW993456,P.1,USA: Illinois,2021-03-23
5461,MW963320,P.1,USA: Illinois,2021-03-23
5462,MW963321,P.1,USA: Illinois,2021-03-23
5464,MW963323,P.1,USA: Illinois,2021-03-23
5470,MW963352,P.1,USA: Illinois,2021-03-23
5573,MW914411,P.1,USA: Illinois,2021-03-23
5575,MW914416,P.1,USA: Illinois,2021-03-23
5576,MW914417,P.1,USA: Illinois,2021-03-23
2754,MZ255699,P.1,USA: Illinois,2021-03-24
2755,MZ255717,P.1,USA: Illinois,2021-03-24
5234,MW993316,P.1,USA: Illinois,2021-03-24
5235,MW993332,P.1,USA: Illinois,2021-03-24
5236,MW993394,P.1,USA: Illinois,2021-03-24
5251,MZ000073,P.1,USA: Illinois,2021-03-24
5255,MZ000233,P.1,USA: Illinois,2021-03-24
5336,MW966280,P.1,USA: Illinois,2021-03-24
5359,MW968249,P.1,USA: Illinois,2021-03-24
5384,MW969506,P.1,USA: Illinois,2021-03-24
5252,MZ000116,P.1,USA: Illinois,2021-03-25
5256,MZ000264,P.1,USA: Illinois,2021-03-25
5257,MZ000788,P.1,USA: Illinois,2021-03-25
5347,MW967241,P.1,USA: Illinois,2021-03-25
5360,MW968267,P.1,USA: Illinois,2021-03-25
5361,MW968298,P.1,USA: Illinois,2021-03-25
5362,MW968304,P.1,USA: Illinois,2021-03-25
5368,MW968696,P.1,USA: Illinois,2021-03-25
5372,MW968761,P.1,USA: Illinois,2021-03-25
5381,MW969333,P.1,USA: Illinois,2021-03-25
4990,MZ022843,P.1,USA: Illinois,2021-03-26
5253,MZ000153,P.1,USA: Illinois,2021-03-26
5373,MW968789,P.1,USA: Illinois,2021-03-26
4984,MZ022751,P.1,USA: Illinois,2021-03-27
4985,MZ022771,P.1,USA: Illinois,2021-03-27
4987,MZ022787,P.1,USA: Illinois,2021-03-27
4998,MZ023057,P.1,USA: Illinois,2021-03-27
4999,MZ023101,P.1,USA: Illinois,2021-03-27
5000,MZ023109,P.1,USA: Illinois,2021-03-27
5001,MZ023114,P.1,USA: Illinois,2021-03-27
5002,MZ023123,P.1,USA: Illinois,2021-03-27
5254,MZ000200,P.1,USA: Illinois,2021-03-27
5259,MZ001237,P.1,USA: Illinois,2021-03-27
4991,MZ022915,P.1,USA: Illinois,2021-03-28
4992,MZ022918,P.1,USA: Illinois,2021-03-28
4993,MZ022920,P.1,USA: Illinois,2021-03-28
4995,MZ023012,P.1,USA: Illinois,2021-03-28
5258,MZ001235,P.1,USA: Illinois,2021-03-28
4965,MZ022135,P.1,USA: Illinois,2021-03-29
5005,MZ023297,P.1,USA: Illinois,2021-03-29
5008,MZ023427,P.1,USA: Illinois,2021-03-29
5009,MZ023432,P.1,USA: Illinois,2021-03-29
5031,MZ024961,P.1,USA: Illinois,2021-03-29
5052,MZ025440,P.1,USA: Illinois,2021-03-29
5262,MZ002268,P.1,USA: Illinois,2021-03-29
5263,MZ002270,P.1,USA: Illinois,2021-03-29
5264,MZ002271,P.1,USA: Illinois,2021-03-29
5266,MZ002283,P.1,USA: Illinois,2021-03-29
5267,MZ002294,P.1,USA: Illinois,2021-03-29
5271,MZ002618,P.1,USA: Illinois,2021-03-29
5314,MW965857,P.1,USA: Illinois,2021-03-29
4920,MZ037330,P.1,USA: Illinois,2021-03-30
4970,MZ022289,P.1,USA: Illinois,2021-03-30
4971,MZ022296,P.1,USA: Illinois,2021-03-30
5021,MZ024314,P.1,USA: Illinois,2021-03-30
5026,MZ024792,P.1,USA: Illinois,2021-03-30
5027,MZ024845,P.1,USA: Illinois,2021-03-30
5037,MZ025044,P.1,USA: Illinois,2021-03-30
5119,MZ010312,P.1,USA: Illinois,2021-03-30
5214,MW990771,P.1,USA: Illinois,2021-03-30
5272,MZ002623,P.1,USA: Illinois,2021-03-30
5273,MZ002624,P.1,USA: Illinois,2021-03-30
5274,MZ002636,P.1,USA: Illinois,2021-03-30
5479,MW963438,P.1,USA: Illinois,2021-03-30
5527,MW932563,P.1,USA: Illinois,2021-03-30
527,MZ414248,P.1,USA: Illinois,2021-03-31
4428,MZ083412,P.1,USA: Illinois,2021-03-31
4430,MZ083421,P.1,USA: Illinois,2021-03-31
4614,MZ076108,P.1,USA: Illinois,2021-03-31
4921,MZ037367,P.1,USA: Illinois,2021-03-31
4922,MZ037370,P.1,USA: Illinois,2021-03-31
4923,MZ037382,P.1,USA: Illinois,2021-03-31
4926,MZ037613,P.1,USA: Illinois,2021-03-31
4928,MZ037690,P.1,USA: Illinois,2021-03-31
4976,MZ022581,P.1,USA: Illinois,2021-03-31
4977,MZ022583,P.1,USA: Illinois,2021-03-31
5150,MZ015261,P.1,USA: Illinois,2021-03-31
5219,MW990887,P.1,USA: Illinois,2021-03-31
5221,MW990933,P.1,USA: Illinois,2021-03-31
5222,MW990936,P.1,USA: Illinois,2021-03-31
5224,MW991004,P.1,USA: Illinois,2021-03-31
5229,MW991202,P.1,USA: Illinois,2021-03-31
5297,MZ007021,P.1,USA: Illinois,2021-03-31
5304,MZ007299,P.1,USA: Illinois,2021-03-31
1399,MZ349102,P.1,USA: Illinois,2021-04-01
1414,MZ349450,P.1,USA: Illinois,2021-04-01
1416,MZ349477,P.1,USA: Illinois,2021-04-01
4433,MZ083491,P.1,USA: Illinois,2021-04-01
4443,MZ083804,P.1,USA: Illinois,2021-04-01
4445,MZ083856,P.1,USA: Illinois,2021-04-01
4565,MZ074447,P.1,USA: Illinois,2021-04-01
4566,MZ074489,P.1,USA: Illinois,2021-04-01
4613,MZ076091,P.1,USA: Illinois,2021-04-01
4615,MZ076124,P.1,USA: Illinois,2021-04-01
4833,MZ046546,P.1,USA: Illinois,2021-04-01
4927,MZ037659,P.1,USA: Illinois,2021-04-01
4982,MZ022698,P.1,USA: Illinois,2021-04-01
4983,MZ022699,P.1,USA: Illinois,2021-04-01
5035,MZ025030,P.1,USA: Illinois,2021-04-01
5101,MZ009993,P.1,USA: Illinois,2021-04-01
5102,MZ009994,P.1,USA: Illinois,2021-04-01
5103,MZ009995,P.1,USA: Illinois,2021-04-01
5104,MZ009996,P.1,USA: Illinois,2021-04-01
5106,MZ009998,P.1,USA: Illinois,2021-04-01
5107,MZ009999,P.1,USA: Illinois,2021-04-01
5108,MZ010000,P.1,USA: Illinois,2021-04-01
5109,MZ010001,P.1,USA: Illinois,2021-04-01
5110,MZ010002,P.1,USA: Illinois,2021-04-01
5113,MZ010005,P.1,USA: Illinois,2021-04-01
5128,MZ013317,P.1,USA: Illinois,2021-04-01
5152,MZ015380,P.1,USA: Illinois,2021-04-01
5231,MW991352,P.1,USA: Illinois,2021-04-01
5232,MW991368,P.1,USA: Illinois,2021-04-01
5317,MW965865,P.1,USA: Illinois,2021-04-01
5319,MW965868,P.1,USA: Illinois,2021-04-01
5321,MW965872,P.1,USA: Illinois,2021-04-01
5324,MW965875,P.1,USA: Illinois,2021-04-01
5325,MW965876,P.1,USA: Illinois,2021-04-01
5326,MW965877,P.1,USA: Illinois,2021-04-01
5328,MW965879,P.1,USA: Illinois,2021-04-01
5329,MW965880,P.1,USA: Illinois,2021-04-01
5331,MW965882,P.1,USA: Illinois,2021-04-01
5502,MW964554,P.1,USA: Illinois,2021-04-01
5503,MW964555,P.1,USA: Illinois,2021-04-01
1400,MZ349105,P.1,USA: Illinois,2021-04-02
1417,MZ349539,P.1,USA: Illinois,2021-04-02
4560,MZ074357,P.1,USA: Illinois,2021-04-02
4561,MZ074359,P.1,USA: Illinois,2021-04-02
4562,MZ074388,P.1,USA: Illinois,2021-04-02
4563,MZ074390,P.1,USA: Illinois,2021-04-02
4574,MZ074784,P.1,USA: Illinois,2021-04-02
4611,MZ076017,P.1,USA: Illinois,2021-04-02
4617,MZ076164,P.1,USA: Illinois,2021-04-02
4618,MZ076219,P.1,USA: Illinois,2021-04-02
4925,MZ037511,P.1,USA: Illinois,2021-04-02
4929,MZ037758,P.1,USA: Illinois,2021-04-02
4930,MZ037759,P.1,USA: Illinois,2021-04-02
4931,MZ037761,P.1,USA: Illinois,2021-04-02
5033,MZ024986,P.1,USA: Illinois,2021-04-02
5036,MZ025032,P.1,USA: Illinois,2021-04-02
5042,MZ025155,P.1,USA: Illinois,2021-04-02
5058,MZ025570,P.1,USA: Illinois,2021-04-02
5069,MZ008859,P.1,USA: Illinois,2021-04-02
5071,MZ008908,P.1,USA: Illinois,2021-04-02
5120,MZ010315,P.1,USA: Illinois,2021-04-02
5158,MZ015498,P.1,USA: Illinois,2021-04-02
5313,MW965854,P.1,USA: Illinois,2021-04-02
5330,MW965881,P.1,USA: Illinois,2021-04-02
1410,MZ349387,P.1,USA: Illinois,2021-04-03
1411,MZ349392,P.1,USA: Illinois,2021-04-03
4572,MZ074773,P.1,USA: Illinois,2021-04-03
4936,MZ038264,P.1,USA: Illinois,2021-04-03
5038,MZ025061,P.1,USA: Illinois,2021-04-03
5040,MZ025065,P.1,USA: Illinois,2021-04-03
5063,MZ025794,P.1,USA: Illinois,2021-04-03
5075,MZ009221,P.1,USA: Illinois,2021-04-03
5154,MZ015474,P.1,USA: Illinois,2021-04-03
5155,MZ015475,P.1,USA: Illinois,2021-04-03
5156,MZ015476,P.1,USA: Illinois,2021-04-03
5202,MW990303,P.1,USA: Illinois,2021-04-03
5204,MW990433,P.1,USA: Illinois,2021-04-03
5351,MW967292,P.1,USA: Illinois,2021-04-03
5511,MW964571,P.1,USA: Illinois,2021-04-03
1406,MZ349201,P.1,USA: Illinois,2021-04-04
4415,MZ083024,P.1,USA: Illinois,2021-04-04
4416,MZ083026,P.1,USA: Illinois,2021-04-04
4579,MZ074883,P.1,USA: Illinois,2021-04-04
4605,MZ075692,P.1,USA: Illinois,2021-04-04
5046,MZ025249,P.1,USA: Illinois,2021-04-04
5048,MZ025259,P.1,USA: Illinois,2021-04-04
5049,MZ025260,P.1,USA: Illinois,2021-04-04
5051,MZ025436,P.1,USA: Illinois,2021-04-04
5053,MZ025442,P.1,USA: Illinois,2021-04-04
5112,MZ010004,P.1,USA: Illinois,2021-04-04
5182,MW990277,P.1,USA: Illinois,2021-04-04
5186,MW990283,P.1,USA: Illinois,2021-04-04
5190,MW990291,P.1,USA: Illinois,2021-04-04
5192,MW990293,P.1,USA: Illinois,2021-04-04
5193,MW990294,P.1,USA: Illinois,2021-04-04
5196,MW990297,P.1,USA: Illinois,2021-04-04
5197,MW990298,P.1,USA: Illinois,2021-04-04
5198,MW990299,P.1,USA: Illinois,2021-04-04
5199,MW990300,P.1,USA: Illinois,2021-04-04
5200,MW990301,P.1,USA: Illinois,2021-04-04
5201,MW990302,P.1,USA: Illinois,2021-04-04
5209,MW990636,P.1,USA: Illinois,2021-04-04
4465,MZ084159,P.1,USA: Illinois,2021-04-05
4581,MZ074993,P.1,USA: Illinois,2021-04-05
4935,MZ038237,P.1,USA: Illinois,2021-04-05
5062,MZ025784,P.1,USA: Illinois,2021-04-05
3332,MZ211999,P.1,USA: Illinois,2021-04-06
4468,MZ084371,P.1,USA: Illinois,2021-04-06
4469,MZ084459,P.1,USA: Illinois,2021-04-06
4472,MZ084631,P.1,USA: Illinois,2021-04-06
4473,MZ084660,P.1,USA: Illinois,2021-04-06
4591,MZ075272,P.1,USA: Illinois,2021-04-06
4592,MZ075291,P.1,USA: Illinois,2021-04-06
4598,MZ075440,P.1,USA: Illinois,2021-04-06
4599,MZ075494,P.1,USA: Illinois,2021-04-06
4602,MZ075605,P.1,USA: Illinois,2021-04-06
4620,MZ076248,P.1,USA: Illinois,2021-04-06
5173,MW990265,P.1,USA: Illinois,2021-04-06
3273,MZ210730,P.1,USA: Illinois,2021-04-07
4456,MZ083971,P.1,USA: Illinois,2021-04-07
4460,MZ084008,P.1,USA: Illinois,2021-04-07
4461,MZ084012,P.1,USA: Illinois,2021-04-07
4475,MZ084758,P.1,USA: Illinois,2021-04-07
4490,MZ085383,P.1,USA: Illinois,2021-04-07
4492,MZ085423,P.1,USA: Illinois,2021-04-07
4497,MZ085682,P.1,USA: Illinois,2021-04-07
4510,MZ086220,P.1,USA: Illinois,2021-04-07
4512,MZ086265,P.1,USA: Illinois,2021-04-07
4537,MZ070664,P.1,USA: Illinois,2021-04-07
4652,MZ076897,P.1,USA: Illinois,2021-04-07
4653,MZ076902,P.1,USA: Illinois,2021-04-07
4896,MZ035018,P.1,USA: Illinois,2021-04-07
3248,MZ210117,P.1,USA: Illinois,2021-04-08
3249,MZ210139,P.1,USA: Illinois,2021-04-08
3251,MZ210212,P.1,USA: Illinois,2021-04-08
4486,MZ085193,P.1,USA: Illinois,2021-04-08
4502,MZ085887,P.1,USA: Illinois,2021-04-08
4515,MZ086337,P.1,USA: Illinois,2021-04-08
4533,MZ070367,P.1,USA: Illinois,2021-04-08
4534,MZ070368,P.1,USA: Illinois,2021-04-08
4624,MZ076448,P.1,USA: Illinois,2021-04-08
4735,MZ060035,P.1,USA: Illinois,2021-04-08
3271,MZ210683,P.1,USA: Illinois,2021-04-09
3312,MZ211598,P.1,USA: Illinois,2021-04-09
3313,MZ211614,P.1,USA: Illinois,2021-04-09
3325,MZ211952,P.1,USA: Illinois,2021-04-09
3326,MZ211953,P.1,USA: Illinois,2021-04-09
3327,MZ211954,P.1,USA: Illinois,2021-04-09
3334,MZ212060,P.1,USA: Illinois,2021-04-09
3355,MZ212909,P.1,USA: Illinois,2021-04-09
4535,MZ070586,P.1,USA: Illinois,2021-04-09
4538,MZ070779,P.1,USA: Illinois,2021-04-09
4711,MZ059335,P.1,USA: Illinois,2021-04-09
4717,MZ059499,P.1,USA: Illinois,2021-04-09
4723,MZ059645,P.1,USA: Illinois,2021-04-09
4724,MZ059661,P.1,USA: Illinois,2021-04-09
3274,MZ210733,P.1,USA: Illinois,2021-04-10
3275,MZ210753,P.1,USA: Illinois,2021-04-10
3277,MZ210817,P.1,USA: Illinois,2021-04-10
3304,MZ211458,P.1,USA: Illinois,2021-04-10
3305,MZ211469,P.1,USA: Illinois,2021-04-10
3306,MZ211491,P.1,USA: Illinois,2021-04-10
3309,MZ211572,P.1,USA: Illinois,2021-04-10
3310,MZ211573,P.1,USA: Illinois,2021-04-10
3311,MZ211587,P.1,USA: Illinois,2021-04-10
4536,MZ070624,P.1,USA: Illinois,2021-04-10
4639,MZ076775,P.1,USA: Illinois,2021-04-10
4640,MZ076776,P.1,USA: Illinois,2021-04-10
4644,MZ076780,P.1,USA: Illinois,2021-04-10
4780,MZ061348,P.1,USA: Illinois,2021-04-10
3281,MZ210964,P.1,USA: Illinois,2021-04-11
3283,MZ211040,P.1,USA: Illinois,2021-04-11
3284,MZ211044,P.1,USA: Illinois,2021-04-11
3287,MZ211118,P.1,USA: Illinois,2021-04-11
3288,MZ211119,P.1,USA: Illinois,2021-04-11
3289,MZ211133,P.1,USA: Illinois,2021-04-11
3290,MZ211144,P.1,USA: Illinois,2021-04-11
3291,MZ211148,P.1,USA: Illinois,2021-04-11
3352,MZ212760,P.1,USA: Illinois,2021-04-11
4542,MZ071245,P.1,USA: Illinois,2021-04-11
3266,MZ210556,P.1,USA: Illinois,2021-04-12
3286,MZ211104,P.1,USA: Illinois,2021-04-12
3353,MZ212856,P.1,USA: Illinois,2021-04-12
3393,MZ213905,P.1,USA: Illinois,2021-04-12
3394,MZ213913,P.1,USA: Illinois,2021-04-12
3396,MZ213926,P.1,USA: Illinois,2021-04-12
3407,MZ214295,P.1,USA: Illinois,2021-04-12
3443,MZ215291,P.1,USA: Illinois,2021-04-12
4349,MZ100075,P.1,USA: Illinois,2021-04-12
4350,MZ100113,P.1,USA: Illinois,2021-04-12
4539,MZ071032,P.1,USA: Illinois,2021-04-12
4540,MZ071034,P.1,USA: Illinois,2021-04-12
4543,MZ071258,P.1,USA: Illinois,2021-04-12
4544,MZ071259,P.1,USA: Illinois,2021-04-12
4545,MZ071260,P.1,USA: Illinois,2021-04-12
4645,MZ076781,P.1,USA: Illinois,2021-04-12
4678,MZ058122,P.1,USA: Illinois,2021-04-12
5203,MW990371,P.1,USA: Illinois,2021-04-12
5211,MW990672,P.1,USA: Illinois,2021-04-12
5212,MW990681,P.1,USA: Illinois,2021-04-12
3387,MZ213754,P.1,USA: Illinois,2021-04-13
3395,MZ213920,P.1,USA: Illinois,2021-04-13
3397,MZ213928,P.1,USA: Illinois,2021-04-13
4233,MZ130973,P.1,USA: Illinois,2021-04-13
4235,MZ131021,P.1,USA: Illinois,2021-04-13
4239,MZ131048,P.1,USA: Illinois,2021-04-13
4552,MZ072700,P.1,USA: Illinois,2021-04-13
4655,MZ076945,P.1,USA: Illinois,2021-04-13
4657,MZ076947,P.1,USA: Illinois,2021-04-13
4661,MZ076954,P.1,USA: Illinois,2021-04-13
4800,MZ055058,P.1,USA: Illinois,2021-04-13
3347,MZ212610,P.1,USA: Illinois,2021-04-14
3406,MZ214279,P.1,USA: Illinois,2021-04-14
3411,MZ214440,P.1,USA: Illinois,2021-04-14
3446,MZ215355,P.1,USA: Illinois,2021-04-14
3827,MZ187391,P.1,USA: Illinois,2021-04-14
4270,MZ132879,P.1,USA: Illinois,2021-04-14
4271,MZ132921,P.1,USA: Illinois,2021-04-14
4368,MZ100702,P.1,USA: Illinois,2021-04-14
4551,MZ072694,P.1,USA: Illinois,2021-04-14
529,MZ414259,P.1,USA: Illinois,2021-04-15
540,MZ414684,P.1,USA: Illinois,2021-04-15
2685,MZ270731,P.1,USA: Illinois,2021-04-15
2689,MZ270844,P.1,USA: Illinois,2021-04-15
2691,MZ270889,P.1,USA: Illinois,2021-04-15
2693,MZ271028,P.1,USA: Illinois,2021-04-15
2716,MZ271542,P.1,USA: Illinois,2021-04-15
3436,MZ215137,P.1,USA: Illinois,2021-04-15
3812,MZ186778,P.1,USA: Illinois,2021-04-15
4231,MZ144385,P.1,USA: Illinois,2021-04-15
4267,MZ132820,P.1,USA: Illinois,2021-04-15
4362,MZ100481,P.1,USA: Illinois,2021-04-15
4531,MZ070275,P.1,USA: Illinois,2021-04-15
4549,MZ072339,P.1,USA: Illinois,2021-04-15
4550,MZ072341,P.1,USA: Illinois,2021-04-15
4556,MZ073083,P.1,USA: Illinois,2021-04-15
4557,MZ073089,P.1,USA: Illinois,2021-04-15
2692,MZ270943,P.1,USA: Illinois,2021-04-16
2696,MZ271109,P.1,USA: Illinois,2021-04-16
2697,MZ271112,P.1,USA: Illinois,2021-04-16
2700,MZ271155,P.1,USA: Illinois,2021-04-16
2702,MZ271216,P.1,USA: Illinois,2021-04-16
2713,MZ271447,P.1,USA: Illinois,2021-04-16
3779,MZ185911,P.1,USA: Illinois,2021-04-16
3822,MZ187244,P.1,USA: Illinois,2021-04-16
4206,MZ144314,P.1,USA: Illinois,2021-04-16
4207,MZ144316,P.1,USA: Illinois,2021-04-16
4209,MZ144318,P.1,USA: Illinois,2021-04-16
4210,MZ144320,P.1,USA: Illinois,2021-04-16
4212,MZ144323,P.1,USA: Illinois,2021-04-16
4213,MZ144324,P.1,USA: Illinois,2021-04-16
4214,MZ144325,P.1,USA: Illinois,2021-04-16
4248,MZ132427,P.1,USA: Illinois,2021-04-16
4507,MZ086068,P.1,USA: Illinois,2021-04-16
4508,MZ086069,P.1,USA: Illinois,2021-04-16
4547,MZ071633,P.1,USA: Illinois,2021-04-16
3672,MZ184087,P.1,USA: Illinois,2021-04-17
3858,MZ188075,P.1,USA: Illinois,2021-04-17
3868,MZ188325,P.1,USA: Illinois,2021-04-17
3869,MZ188329,P.1,USA: Illinois,2021-04-17
3870,MZ188341,P.1,USA: Illinois,2021-04-17
3875,MZ188473,P.1,USA: Illinois,2021-04-17
3877,MZ188495,P.1,USA: Illinois,2021-04-17
4282,MZ133118,P.1,USA: Illinois,2021-04-17
3669,MZ184028,P.1,USA: Illinois,2021-04-18
3671,MZ184075,P.1,USA: Illinois,2021-04-18
3762,MZ185594,P.1,USA: Illinois,2021-04-18
3763,MZ185595,P.1,USA: Illinois,2021-04-18
3764,MZ185597,P.1,USA: Illinois,2021-04-18
3766,MZ185686,P.1,USA: Illinois,2021-04-18
3767,MZ185690,P.1,USA: Illinois,2021-04-18
3769,MZ185703,P.1,USA: Illinois,2021-04-18
3730,MZ185156,P.1,USA: Illinois,2021-04-19
3816,MZ186974,P.1,USA: Illinois,2021-04-19
3829,MZ187468,P.1,USA: Illinois,2021-04-19
3837,MZ187625,P.1,USA: Illinois,2021-04-19
3839,MZ187707,P.1,USA: Illinois,2021-04-19
3852,MZ187946,P.1,USA: Illinois,2021-04-19
3853,MZ187978,P.1,USA: Illinois,2021-04-19
3856,MZ188066,P.1,USA: Illinois,2021-04-19
3857,MZ188068,P.1,USA: Illinois,2021-04-19
3859,MZ188084,P.1,USA: Illinois,2021-04-19
3889,MZ188738,P.1,USA: Illinois,2021-04-19
3895,MZ166038,P.1,USA: Illinois,2021-04-19
3899,MZ166046,P.1,USA: Illinois,2021-04-19
3901,MZ166049,P.1,USA: Illinois,2021-04-19
4147,MZ153510,P.1,USA: Illinois,2021-04-19
4291,MZ140479,P.1,USA: Illinois,2021-04-19
4292,MZ140496,P.1,USA: Illinois,2021-04-19
